Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,Cuisines,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Shiv Tikki Wala,1,New Delhi,"Ground Floor, Pramesh Tower, Karkardooma Community Centre, Karkardooma, New Delhi",Karkardooma,"Karkardooma, New Delhi",77.3023084,28.649227500000002,"Street Food, North Indian",250,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,300
Tucks and Bao,148,Auckland,"19 Davis Cresent, Newmarket, Auckland 1023",Newmarket,"Newmarket, Auckland",174.77798700000002,-36.86565,"Asian Fusion, Pub Food, Fusion, Asian, Filipino, Malaysian, Thai",70,NewZealand($),No,No,No,No,4,3.5,Yellow,Good,86
Spice Hut,1,New Delhi,"L 380, Near Allahabad Bank & Red Light Chowk, NH 8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1237408,28.5462109,"North Indian, Fast Food, Biryani",500,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,15
Chaipiyoji,1,New Delhi,"G 39, Opposite The Asian Age Green Park, Green Park Main Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.2028955,28.557918800000003,"Tea, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Sonya Bakery Cafe,1,Gurgaon,"B-202, 2nd Floor, DLF South Point Mall, Golf Course Road, Gurgaon","DLF South Point Mall, Golf Course Road","DLF South Point Mall, Golf Course Road, Gurgaon",77.09916340000001,28.4482945,"Bakery, Desserts, Beverages",350,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,34
Everest Bakery Cafe,1,New Delhi,"899, Chandiwaali Galli, Main Bazar, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.21537778,28.64251389,"Cafe, Fast Food, Asian, Italian",700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,19
Chawla's Chic Inn,1,New Delhi,"BT Market, Near DAV School, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1587619,28.704282,"North Indian, Chinese",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.0,Orange,Average,71
Tu-Do Vietnamese Restaurant,216,Pensacola,"7130 N Davis Hwy, Pensacola, FL 32504",Pensacola,"Pensacola, Pensacola",-87.2216,30.4982,"Asian, Vietnamese",10,Dollar($),No,No,No,No,1,4.5,Dark Green,Excellent,828
The Classroom,1,Gurgaon,"Main Market, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.0627425,28.468194899999997,"North Indian, Italian, Parsi, Asian, Kerala",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.4,Green,Very Good,146
Khana Vaana,1,New Delhi,"G 2, Rishabh Vihar Main Market, Karkardooma, New Delhi",Karkardooma,"Karkardooma, New Delhi",77.3027743,28.6534064,"North Indian, South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,32
Moti Mahal Delux,1,New Delhi,"HL-3 GF, Opposite Santoshi Mata Mandir, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.10133470000001,28.625560800000002,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,2.7,Orange,Average,12
Pind Balluchi,1,Gurgaon,"Vatika Grand, Near Leisure Valley, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.0644064,28.4680413,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,1022
Annapoorna Foods,1,Gurgaon,"A-242, 1st Floor, Block E, Palam Vyapar Kendra, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.03086379999999,28.508919300000002,"North Indian, Mughlai, South Indian",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1
Violet Hour,1,Bhopal,"Shop 3-4, Plot 5B, Sai Mehndi Appartment, B.D.A,  Kohefiza Main Road, Kohefiza, Bhopal",Kohefiza,"Kohefiza, Bhopal",77.37960509999999,23.26626099,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,33
Anthony's Kitchen,1,New Delhi,"Stall 3, PVR Priya, Basant Lok, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.16367822,28.55747579,"North Indian, South Indian",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Amar Bakery,1,New Delhi,"72-B, Vikas Marg, Opposite Metro Pillar 50, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2828507,28.6340688,"Fast Food, Mithai, Bakery",250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,13
Khan Chicken Biryani,1,New Delhi,"158, Sarai Julena, Jamia Nagar, Near, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.268271,28.561703,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,9
Lajawab Family Restaurant,1,Noida,"Shop 10, Pandit Market, Opposite A- Block, Sector 22, Noida",Sector 22,"Sector 22, Noida",77.3425375,28.594059100000003,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,17
The Belle General,14,East Ballina,"12 Shelly Beach Rd, East Ballina, NSW",East Ballina,"East Ballina, East Ballina",153.593331,-28.862663,Cafe,20,Dollar($),No,No,No,No,2,4.1,Green,Very Good,56
Salad Chef,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.07128014,28.509522600000004,"Healthy Food, Fast Food, Salad",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,44
Rajwana Foods,1,Noida,"Opposite Samsung Building, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3634824,28.6131696,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Ambersari Dhaba,1,New Delhi,"C-125, Near Flyover Market, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.23905969,28.57857977,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,44
The Little Next Door,1,Pune,"D-10, Central Avenue, Kalyani Nagar, Pune",Kalyani Nagar,"Kalyani Nagar, Pune",73.90062645,18.54694697,"Finger Food, Italian, Spanish, Greek",1000,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,1143
Cakes & Muffins,1,Gurgaon,"B-1/75, 1st Floor, Phase 3, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0784363,28.4659842,Bakery,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,21
Big B Pastry Shop,1,Noida,"Shop 35, Amrapali Princely, Shopping Arcade, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3816692,28.5663512,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Refuel,1,New Delhi,"Main Road, Indira Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2123452,28.7064044,Beverages,150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,6
Niti Shake & Ice Cream Hub,1,New Delhi,"QU Block, DDA Market, Opposite Income Tax Colony, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.14019870000001,28.7132994,"Desserts, Beverages",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Bern's Steak House,216,Tampa Bay,"1208 S Howard Ave, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.482962,27.931516,"American, Desserts, Steak",70,Dollar($),No,No,No,No,4,4.7,Dark Green,Excellent,3157
China Garden,1,New Delhi,"M-73, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2431781,28.5328167,Chinese,1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.8,Yellow,Good,663
Anupam Restaurant,1,New Delhi,"205-F, Main Road, Furniture Market, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.1732311,28.558154700000003,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,32
Pandey Chinese Hut,1,New Delhi,"Shop 1, QU Block Park, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1452358,28.714488,"Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,7
Mezbaan's,1,Gurgaon,"SCO 20, Housing Board Shopping Complex, Saraswati Vihar, Near Union Bank, MG Road, Gurgaon",MG Road,"MG Road, Gurgaon",77.0823932,28.475777700000002,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,61
Giani,1,New Delhi,"265, Main Road, Hakikat Nagar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.20813509999999,28.699565999999997,"Ice Cream, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9
Tughlaq,1,Gurgaon,"Shop 217, 2nd Floor, Cross Point Mall, DLF Phase 4, Gurgaon","Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.08390966,28.46844136,"North Indian, Mughlai, Chinese, Seafood",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.5,Yellow,Good,351
Moksha,1,New Delhi,"8, Community Center, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.26906691,28.56231173,North Indian,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,110
Moju Juice Bar,1,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.40267390000001,28.500282000000002,Beverages,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Adhikari Fast Food Corner,1,Noida,"Shop 3, Near Samvedana Hospital, Sector 48, Noida",Sector 48,"Sector 48, Noida",77.3678917,28.557274100000004,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,5
McDonald's,1,Allahabad,"Shop 4, 34-B, M G Marg, Civil Lines, Allahabad",Civil Lines,"Civil Lines, Allahabad",81.83427900000001,25.450329,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,53
Sultanate of Spice,1,Noida,"Shop 5, Alaknanda Shopping Complex, Sector 28, Noida",Sector 28,"Sector 28, Noida",77.333159,28.5710463,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,43
Happy Hours,1,New Delhi,"B Block, Ring Road, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.13578570000001,28.6223096,"Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Amalfi,1,New Delhi,"M-82, 1st Floor, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2427665,28.532251399999996,Italian,1800,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,484
Pummy Restaurant,1,New Delhi,"L-3, Near MTNL Office, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.3212477,28.681528600000004,"North Indian, South Indian",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,14
Massi's Kitchen,1,New Delhi,"494, Ganesh Nagar 2, Pandav Nagar, New Delhi",Pandav Nagar,"Pandav Nagar, New Delhi",77.2857811,28.6238533,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Green Chick Chop,1,New Delhi,"Shop 21, Central Market, Phase 1, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.13855670000001,28.631853000000003,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,16
Shama Chicken Corner,1,Noida,"Sangam Guest House, Nayabans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.314,28.5816812,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Manhattan Brewery & Bar Exchange,1,Gurgaon,"1st Floor, Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road","Global Foyer Mall, Golf Course Road, Gurgaon",77.0950273,28.460271000000002,"Finger Food, American, Continental, North Indian, Italian",2000,Indian Rupees(Rs.),No,No,No,No,4,4.6,Dark Green,Excellent,2093
Ganpati Bhoj,1,New Delhi,"3270, Bahadurgarh Road Azad Market, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.20509924,28.66188863,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Karim's,1,Noida,"G-40, Mughal Palace, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32365757,28.56926546,"Mughlai, North Indian",1200,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,446
Domino's Pizza,1,Gurgaon,"G-4/5, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1010066,28.442867100000004,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,104
Flat Iron,215,London,"17 Beak Street, Soho, London W1F 9RW","Beak Street, Soho","Beak Street, Soho, London",-0.138343,51.512069,Steak,35,Pounds(ï¿½ï¿½),No,No,No,No,2,4.9,Dark Green,Excellent,309
Evergreen Sweet House,1,New Delhi,"S-29 & 30, Main Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.20264279999999,28.5562101,"South Indian, North Indian, Chinese, Fast Food, Street Food, Mithai",450,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,1198
Bihar ki Rasoi,1,New Delhi,"Stall 14, Dilli Haat, Near INA Market, INA, New Delhi","Dilli Haat, INA","Dilli Haat, INA, New Delhi",77.2065181,28.573355699999997,Bihari,500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,28
Tea Lounge - Eros Hotel,1,New Delhi,"Eros Hotel, American Plaza, Nehru Place, New Delhi","Eros Hotel, Nehru Place","Eros Hotel, Nehru Place, New Delhi",77.24954059999999,28.549932199999997,Cafe,1800,Indian Rupees(Rs.),No,No,No,No,3,3.3,Orange,Average,21
Anwar Food Corner,1,New Delhi,"Shop 911, Opposite Jama Masjid Gate 1, Jama Masjid, New Delhi",Jama Masjid,"Jama Masjid, New Delhi",77.2331077,28.649761100000003,Mughlai,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,3
Indo Chinese,1,Gurgaon,"178, Ground Floor, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",0.0,0.0,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,12
Knights Chaska,1,Noida,"201 to 207, 2nd Floor, Ansal Plaza Mall, Greater Noida, Noida","Ansal Plaza Mall, Greater Noida","Ansal Plaza Mall, Greater Noida, Noida",77.5078343,28.4644343,"North Indian, Chinese",800,Indian Rupees(Rs.),Yes,No,No,No,2,2.9,Orange,Average,6
Chocolate Therapy by Nishi,1,Noida,"A-811, Jalvayu Towers, Sector 47, Noida",Sector 47,"Sector 47, Noida",77.37241359999999,28.55276,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3
Monkeypod Kitchen by Merriman,216,Rest of Hawaii,"10 Wailea Gateway Place, Unit B-201 Kihei, Hawaii, HI 96753",Kihei,"Kihei, Rest of Hawaii",-156.4309473,20.688374600000003,Burger,40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,485
Daily Eats,216,Tampa Bay,"901 S Howard Avenue, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.483124,27.935039,"American, Burger",25,Dollar($),No,No,No,No,2,4.4,Green,Very Good,803
Voda Bar,1,New Delhi,"E-32, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.2193667,28.5689576,"Chinese, North Indian",2200,Indian Rupees(Rs.),Yes,No,No,No,4,3.2,Orange,Average,28
SuperHero Cafe,1,New Delhi,"2261, Ground Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.207686,28.6959407,"Cafe, Chinese, Italian",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,541
Amici Gourmet Pizza,1,New Delhi,"Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj","Ambience Mall, Vasant Kunj, New Delhi",77.1549896,28.541479700000004,"Pizza, Italian",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,230
221 B Baker Street,1,Noida,"10, Brahmaputra Shoping Complex, Sector 29, Noida",Brahmaputra Shopping Complex,"Brahmaputra Shopping Complex, Noida",77.3326668,28.570355600000003,Bakery,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,94
Chicago Pizza,1,Gurgaon,"FC-08B, Food Court, 3rd Floor, MGF Metropolitan, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.08014399999999,28.4803174,Pizza,600,Indian Rupees(Rs.),No,No,No,No,2,2.3,Red,Poor,29
Salt Rock Grill,216,Tampa Bay,"19325 Gulf Blvd, Indian Shores, FL 33785",Indian Rocks/Indian Shores,"Indian Rocks/Indian Shores, Tampa Bay",-82.843253,27.848357,"American, Seafood, Steak",40,Dollar($),No,No,No,No,3,4.2,Green,Very Good,1363
The University Bistro,1,New Delhi,"F-15, Opposite NDPL Office, Hudson Lane, Vijay Nagar, New Delhi",Vijay Nagar,"Vijay Nagar, New Delhi",77.2048113,28.6934267,"Cafe, Italian, Continental, Mexican, Mediterranean",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,555
TGI Friday's,1,Kolkata,"Forum Mall, 10/3, Elgin Road, Elgin, Kolkata",Elgin,"Elgin, Kolkata",88.34984265,22.53795995,"Tex-Mex, American",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.0,Green,Very Good,911
Metro Bar & Family Restaurant,1,New Delhi,"Pillar 13, Panchkuian Road, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.20939279999999,28.6387755,"North Indian, Chinese",1000,Indian Rupees(Rs.),No,No,No,No,3,0.0,White,Not rated,2
Hookups Cafe & Lounge,1,New Delhi,"2nd Floor, 17, Hudson Lane, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2045418,28.6970729,"Chinese, Continental, North Indian",850,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average,113
Food Refill,1,New Delhi,"472, Hardevpuri , Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.21497600000001,28.562607899999996,Chinese,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,23
Paper Fig,214,Sharjah,"Near Dubai Islamic Bank, Muweilah, University City, Sharjah",University City,"University City, Sharjah",55.45834266,25.3084123,"Cafe, Bakery, Desserts",150,Emirati Diram(AED),No,No,No,No,4,4.5,Dark Green,Excellent,143
Behrouz Biryani,1,Gurgaon,"Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0787061,28.4609895,Biryani,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,49
Moti Mahal Delux,1,Allahabad,"Second Floor, Vinayak City Center Mall, SP Marg, Civil Lines, Allahabad","Vinayak City Centre Mall, Civil Lines","Vinayak City Centre Mall, Civil Lines, Allahabad",81.834492,25.454697,"Mughlai, North Indian, Chinese",800,Indian Rupees(Rs.),No,No,No,No,3,3.3,Orange,Average,58
Bentoya,215,Edinburgh,"15 Bread Street, Old Town, Edinburgh EH3 9AL",Old Town,"Old Town, Edinburgh",-3.204735,55.94589499999999,"Sushi, Japanese, Cantonese",25,Pounds(ï¿½ï¿½),No,No,No,No,2,3.8,Yellow,Good,32
Wah Ji Wah,1,Noida,"Shop 1, D Block Market, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32809763,28.57433905,North Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.0,Red,Poor,74
Tipu Sultan,1,New Delhi,"Shop 42, Ground Floor, Vasant Square Mall, Vasant Kunj, New Delhi","Vasant Square Mall, Vasant Kunj","Vasant Square Mall, Vasant Kunj, New Delhi",77.1566556,28.5249865,"North Indian, Mughlai",850,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good,364
Delight Express,1,Gurgaon,"Shop 82, HUDA Market, Part 2, Sector 15, Gurgaon",Sector 15,"Sector 15, Gurgaon",77.0435543,28.458311699999996,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6
Chinese Food Point,1,New Delhi,"Opposite BDO Office, Gurgaon Road, Roshan Pura, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9886171,28.601060999999998,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Ponderosa,166,Doha,"Caravan Complex, Ramada Junction, Salwa Road, Al Hilal, Doha","Caravan Complex, Al Hilal","Caravan Complex, Al Hilal, Doha",51.51048839999999,25.2709036,Steak,110,Qatari Rial(QR),No,No,No,No,3,3.6,Yellow,Good,115
Smoke Trailer Grill,1,New Delhi,"15C, Ashoka Avenue, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",77.22338664,28.51195551,American,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Vince's Restaurant & Pizzeria,216,Monroe,"619 4th Ave, Monroe, WI 53566",Monroe,"Monroe, Monroe",-89.653487,42.606306,"Italian, Pizza",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,65
Nik Baker's,1,Chandigarh,"SCO 441 & 442, Sector 35 C, Sector 35, Chandigarh",Sector 35,"Sector 35, Chandigarh",76.76055595,30.72152328,"Bakery, Desserts, Cafe",650,Indian Rupees(Rs.),No,No,No,No,2,4.1,Green,Very Good,698
Singh Foods,1,Noida,"Opposite Pathway School, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36533742,28.53922405,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,7
Cakes Dot Com,1,New Delhi,"614, Pocket - 3, Paschim Puri, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.11450998,28.66729693,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,24
Break Fast Point,1,New Delhi,"27, Satnam Park, Bhagat Singh Road, Chander Nagar, New Delhi",Chander Nagar,"Chander Nagar, New Delhi",77.2820446,28.655501399999995,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,21
Meraki Cafe & Bar,1,New Delhi,"C-43/44/45, DDA Complex, Opposite Moolchand Flyover, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.2338693,28.566684499999997,"North Indian, Continental, Chinese, Italian",1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,139
The Commons,191,Colombo,"39 A, Flower Road, Cinnamon Gardens, Colombo 07","Cinnamon Gardens, Colombo 07","Cinnamon Gardens, Colombo 07, Colombo",79.8581047,6.908536272,"Cafe, Sri Lankan, Continental, American",2500,Sri Lankan Rupee(LKR),No,No,No,No,3,4.0,Green,Very Good,209
The Ark,1,Gurgaon,"Address One, Second Floor, Next to Hilton Double Tree Hotel, Baani, Sector 56, Golf Course Road, Gurgaon",Golf Course Road,"Golf Course Road, Gurgaon",77.10503800000001,28.421811600000005,"Seafood, Mediterranean",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.7,Yellow,Good,45
Grand Eatery,1,Noida,"B Block Market, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3707194,28.619195299999998,"North Indian, Chinese, Mughlai, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.4,Red,Poor,49
Cafe Rap,1,Noida,"Galaxy Business Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37004437,28.6252228,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Little China,1,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.40282009999999,28.499644899999996,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Offside Lounge,1,Vadodara,"1st Floor, Kanchanganga Apartments, Near Bird Circle, Race Course Road, Vadiwadi, Vadodara","M Cube Mall, Vadiwadi","M Cube Mall, Vadiwadi, Vadodara",73.167753,22.308096,"Continental, Chinese, Mexican, North Indian",800,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,149
