Restaurant_Name,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Karnataka Food Centre,New Delhi,"Ground Floor, Delhi Karnataka Sangh Building, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",77.1752519,28.5778978,400,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,881
Foodie,Noida,"E-19, E Block Market, Sector 3, Noida",Sector 3,"Sector 3, Noida",77.319038,28.581855100000002,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,8
36 lebzelter,New Delhi,"P 37/38, Pandav Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",0.0,0.0,150,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,39
Buzz,New Delhi,"Ground Floor, MGF Metropolitan Mall, Saket, New Delhi","MGF Metropolitan Mall, Saket","MGF Metropolitan Mall, Saket, New Delhi",77.22022153,28.52954866,2000,Indian Rupees(Rs.),No,Yes,No,No,4,3,Orange,Average,220
Salt & Peppers,New Delhi,"Shop 1, New Market, Main Market, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.0964562,28.6371756,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
The Lunch Break,Gurgaon,"UGF-9, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0835622,28.46047,200,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,7
Masters Caterer,Noida,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.36667220000001,28.6127402,400,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,6
DELI2NITE,New Delhi,"2-A, Main Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.29703570000001,28.5325576,700,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,15
Taste of Spice,New Delhi,"C-222, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.2413122,28.578310700000003,400,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,0
Tanatan Corner,New Delhi,"Main Najafgarh Road, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.0569043,28.621959000000004,200,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,7
Mezbaan's,Gurgaon,"SCO 20, Housing Board Shopping Complex, Saraswati Vihar, Near Union Bank, MG Road, Gurgaon",MG Road,"MG Road, Gurgaon",77.0823932,28.475777700000002,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,61
The Cafe Baraco,Ahmedabad,"34, Shribhuvan Complex, Near Memnagar Fire Station, Navrangpura, Ahmedabad",Navrangpura,"Navrangpura, Ahmedabad",72.5504755,23.0443367,600,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,317
Subway,New Delhi,"G-111, Ground Floor, V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.28620190000001,28.637100099999998,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,163
Salt Rock Grill,Tampa Bay,"19325 Gulf Blvd, Indian Shores, FL 33785",Indian Rocks/Indian Shores,"Indian Rocks/Indian Shores, Tampa Bay",-82.843253,27.848357,40,Dollar($),No,No,No,No,3,4,Green,Very Good,1363
Sab Ke Khatir,New Delhi,"Community Centre, New Friends Colony, New Delhi","Community Centre, New Friends Colony","Community Centre, New Friends Colony, New Delhi",77.268562,28.560994,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,14
Mochamania,Gurgaon,"106, The Laburnum Villa, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0747614,28.4710018,300,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,50
Delicacy Foods,New Delhi,"1, DDA Market, Pocket 4, Near Maharaja Agrasen College, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.29325809999999,28.603087300000002,650,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,86
The First Floor,New Delhi,"Building 58, 1st Floor, Sahyog Bhavan, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.25268359999998,28.5487963,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Orange,Average,14
RPM,New Delhi,"40, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16416772,28.55756561,1800,Indian Rupees(Rs.),Yes,No,No,No,3,2,Red,Poor,92
Prabhu Chaat Bhandar,New Delhi,"Dholpur House, Shahjahan Road, Near UPSC Office, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.22767209999999,28.6095619,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,242
Teacup,Manchester,"55 Thomas Street, Northern Quarter, Manchester M4 1NA",Northern Quarter,"Northern Quarter, Manchester",-2.236507,53.484099,45,Pounds(ï¿½ï¿½),No,No,No,No,3,4,Green,Very Good,98
Giani,New Delhi,"126, Rajdhani Enclave, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.29638759999999,28.6427625,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
The Pizza Family,New Delhi,"126/114, Najafgarh Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.06413608,28.67799829,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
The People & Co.,Gurgaon,"Ground Floor, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.08877779999999,28.494947600000003,1700,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,173
Ramlal Sweets,New Delhi,"C 5, Shivpuri, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.2777667,28.6530845,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Mumbai Vibe,Mumbai,"Ganga Jamuna Block, 14th Road, Linking Road, Bandra West","Linking Road, Bandra West","Linking Road, Bandra West, Mumbai",72.83265799,19.06583751,1000,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,146
FreshMenu,Gurgaon,"512, Gehlot Farm House, Sector 47, Near, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.041071,28.415065999999996,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,101
Twenty Four Seven,Noida,"M/S Jain Service Station, Indian Oil Petrol Pump, Sector 54, Near Sector 57, Noida",Sector 57,"Sector 57, Noida",77.3545409,28.6005354,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
The Tangy Tomatoes,New Delhi,"20/14, Chhoti Subzi Mandi, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0936598,28.6341679,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,32
Ralhan Eating Corner,New Delhi,"Shop 2, DDA Mini Market, Opposite Wine Shop, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.25095470000001,28.5471755,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
The Cake Expert's,Noida,"11, Block A-2, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38691278,28.53309132,250,Indian Rupees(Rs.),No,Yes,No,No,1,2,Red,Poor,63
Minerva's Food & Cocktails,Sioux City,"2945 Hamilton Blvd, Sioux City, IA 51104",Sioux City,"Sioux City, Sioux City",-96.41799999999999,42.5212,40,Dollar($),No,No,No,No,3,3,Yellow,Good,146
WTF - World's Tastiest Food,Noida,"Sector 50, Noida",Sector 50,"Sector 50, Noida",77.37062,28.5728,800,Indian Rupees(Rs.),No,Yes,No,No,2,2,Red,Poor,21
All About Food,New Delhi,"B-70, Opposite Saket City Hospital, Saket, New Delhi",Saket,"Saket, New Delhi",77.213402,28.524625,750,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,305
Punjabi Rasoi,New Delhi,"D-12/188, Opposite Metro Pillar 408, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.1244717,28.708639899999998,800,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,164
Gelato Vinto,Faridabad,"40 GF, Eldeco Station 1 Mall, Sector 12, Faridabad","Eldeco Station 1 Mall, Sector 12, Faridabad","Eldeco Station 1 Mall, Sector 12, Faridabad, Faridabad",77.31391020000001,28.3868454,250,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,12
Maa Tara,New Delhi,"45, 46, & 47, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2532976,28.536230600000003,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,458
Karim's,New Delhi,"Shop 2, Lower Ground Floor, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.25142640000001,28.551455999999998,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,185
Mr. Sub,New Delhi,"The Gallery on MG, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.1663257,28.500868,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
The Zest,New Delhi,"3rdFloor, Handloom Hand, Near Janpath Metro Station,  Gate 2, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.21957177,28.62727844,1100,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,11
Momos Hut & Chinese Food,New Delhi,"6, Single Storey, Ground Floor, Near Gurudwara Singh Sabha, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1367382,28.6503488,500,Indian Rupees(Rs.),No,No,No,No,2,2,Red,Poor,20
Gelato Vinto,New Delhi,"1st Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.1062108,28.642112,250,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,17
Yashna,Gurgaon,"Shop 199, Main Market, Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.0510225,28.4530419,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,73
The Egg Factory,Boise,"8061 W Fairview Ave, Boise, ID 83704",Boise,"Boise, Boise",-116.28180900000001,43.619274,10,Dollar($),No,No,No,No,1,4,Green,Very Good,422
Anands,Noida,"G-15, Krishna Apra Plaza, Commercial Belt, Near State Bank of India, Alpha 1, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.51038940000001,28.470463899999995,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,36
Maa Kali Foods,Faridabad,"SCO 35, HUDA Market, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.3196991,28.4104999,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Vishal Snacks,New Delhi,"A-1, Vishwakarma  Colony, Near BSES Complaint Center, Okhla Phase 1, New Delhi",Okhla Phase 1,"Okhla Phase 1, New Delhi",77.287037,28.501281,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Frozen Grillz,Noida,"Shop 12-B, Sethi Arcade, Sethi Max Royal, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3851512,28.5645393,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Cinnabon,New Delhi,"GFK 4A, Ground Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket","DLF Place Mall, Saket, New Delhi",77.21694253,28.52799453,400,Indian Rupees(Rs.),No,Yes,No,No,1,4,Green,Very Good,397
Dawat-E-Chaman,New Delhi,"5051/3-4, Netaji Subhash Marg, Daryaganj, New Delhi",Daryaganj,"Daryaganj, New Delhi",77.2402908,28.6464711,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,45
The Mad Teapot/The Wishing Chair,New Delhi,"86-A, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.21437829999999,28.5493213,1000,Indian Rupees(Rs.),Yes,No,No,No,3,4,Green,Very Good,251
Barista,Gurgaon,"Lower Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09313545,28.47582155,650,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,18
The Black Pearl,Bangalore,"105, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,"Koramangala 5th Block, Bangalore",77.61615515,12.93436454,1400,Indian Rupees(Rs.),Yes,No,No,No,3,4,Green,Very Good,5385
DomDom Biryani,New Delhi,"South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",0.0,0.0,800,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,89
Charcoal,New Delhi,"B-6/5, Ground Floor, Shopping Centre, Opposite Deer Park, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19611,28.559765000000002,1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,210
Midnight Delight,New Delhi,"Near Sarita Vihar Metro Station, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.2884321,28.5293671,400,Indian Rupees(Rs.),No,Yes,No,No,1,2,Red,Poor,8
Maharba Chicken Point,Noida,"Brahmputra Market, Near Juice Corner, Sector 29, Noida",Sector 29,"Sector 29, Noida",77.332751,28.569734000000004,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Grecian Key Restaurant,Pocatello,"314 N Main St, Pocatello, ID 83204",Pocatello,"Pocatello, Pocatello",-112.4524,42.8639,25,Dollar($),No,No,No,No,2,3,Yellow,Good,152
Nirmal Vada Pav,New Delhi,"Shop 26, B-1 Market, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.1089081,28.6698165,200,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,75
Green Chilli,New Delhi,"Gurudwara Road, Mahavir Enclave, Palam, New Delhi",Palam,"Palam, New Delhi",77.08191049999999,28.6003471,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
The Golden Spoon,Noida,"Near SRS Value Bazar, Sector 44, Noida",Sector 44,"Sector 44, Noida",77.3367172,28.553869800000005,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
The All American Diner,New Delhi,"India Habitat Centre, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2258757,28.588778899999998,1000,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,3495
Coffee to Cocktail Bar - Hyatt Place,Gurgaon,"Hyatt Place,15/1, Old Delhi-Gurgaon Road, Sector 18, Udyog Vihar, Gurgaon",Hyatt Place Gurgaon,"Hyatt Place Gurgaon, Gurgaon",77.0659784,28.500845399999996,2100,Indian Rupees(Rs.),Yes,No,No,No,4,0,White,Not rated,0
Tian - Asian Cuisine Studio - ITC Maurya,New Delhi,"ITC Maurya, Diplomatic Enclave, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.17345470000001,28.5973505,7000,Indian Rupees(Rs.),No,No,No,No,4,4,Green,Very Good,188
Midnight Hunger,New Delhi,"Main Market, Vikas Marg, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.2982982,28.642425399999997,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
Chulha,Gurgaon,"346-A, Jade Villas, H Block, Opposite Gold's Gym,  Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",0.0,0.0,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Bardenay,Boise,"610 W Grove St, Boise, ID 83702",Boise,"Boise, Boise",-116.2019,43.6138,25,Dollar($),No,No,No,No,2,4,Dark Green,Excellent,879
The Garden Terrace - Maidens Hotel,New Delhi,"Maidens Hotel, 7, Shamnath Marg, Civil Lines, New Delhi","Maidens Hotel, Civil Lines","Maidens Hotel, Civil Lines, New Delhi",77.2256961,28.673701899999998,3000,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,57
Mokoholic Juice Bar,Aurangabad,"Opposite Municipal Car Parking, Paithan Gate, Near Mondha, Aurangabad",Mondha,"Mondha, Aurangabad",0.0,0.0,300,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,21
Cheese Bitez Pizza,New Delhi,"D-333, D Block Market, Opposite Arwachin School, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",77.31822677,28.667040999999998,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Al Kabab,Gurgaon,"9, Food Court, 3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.0803248,28.480330100000003,800,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,67
Gauranga Sweets,Noida,"15, Jal Vayu Vihar Shopping Complex, Sector 25, Noida",Sector 25,"Sector 25, Noida",77.33813190000001,28.5843227,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
Spice Court,New Delhi,"M2K Cinema, Manglam Palace, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.11683029999999,28.7007412,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,2,Orange,Average,59
Chinese Corner,New Delhi,"Near Safal Pure Veg, Old, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.18480556,28.64084722,350,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,29
Grill Master,New Delhi,"106, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.16855716,28.58764742,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,26
The Cascade Restaurant,Coimbatore,"479-B1, Avinashi Road, Near Suguna Kalyana Mandapam, Peelamedu, Coimbatore",Peelamedu,"Peelamedu, Coimbatore",76.99501667,11.02127778,1200,Indian Rupees(Rs.),No,Yes,No,No,3,4,Green,Very Good,243
Garam Dharam,New Delhi,"M-16, Ground Floor, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22268709999999,28.6317119,1300,Indian Rupees(Rs.),No,Yes,No,No,3,3,Orange,Average,1523
Fuji Japanese Restaurant,New Delhi,"M-41/2, Speedbird House, Middle Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22193044,28.63298369,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,4,Green,Very Good,312
Qureshi Chicken Corner,New Delhi,"Near Ryan International School, Mayur Vihar Phase 3, New Delhi",Mayur Vihar Phase 3,"Mayur Vihar Phase 3, New Delhi",77.3364154,28.613267699999998,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
ANF Kitchen Express,New Delhi,"Shop 121, DLF Tower B, Jasola, New Delhi",Jasola,"Jasola, New Delhi",77.2894195,28.5386022,450,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,49
Le Petit Cafe - The Lalit New Delhi,New Delhi,"The Lalit, Barakhamba Avenue, Barakhamba Road, New Delhi","The Lalit New Delhi, Barakhamba Road","The Lalit New Delhi, Barakhamba Road, New Delhi",77.22762745,28.63113239,1600,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,31
The Coffee Club,Dubai,"Wasl Vita, Opposite Civil Defence Station, Near Emirates NBD, Al Wasl Road, Jumeirah 1, Dubai",Jumeirah 1,"Jumeirah 1, Dubai",55.25639722,25.21110278,140,Emirati Diram(AED),No,Yes,No,No,3,4,Dark Green,Excellent,403
Sardar A Pure Meat Shop,New Delhi,"5/46, Shankar Road, Old, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.18041070000001,28.638322499999997,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
Hudsons,Johannesburg,"Corner 4th Avenue & 14th Street, Parkhurst, Johannesburg",Parkhurst,"Parkhurst, Johannesburg",28.018022,-26.137391,350,Rand(R),No,No,No,No,4,4,Green,Very Good,861
Eleven Course,New Delhi,"NDM 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1502689,28.6907955,1650,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,537
Shudh Restaurant,Amritsar,"Opposite Gurudwara Saragarhi, Near Dharm Singh Market Chowk, Fuwara, Town Hall, Amritsar",Town Hall,"Town Hall, Amritsar",74.87981389,31.62404722,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,44
Uncle Tom's Steamed Hot Dogs,New Delhi,"Opposite RPM Lounge, Priya Market, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.16419167,28.55761667,200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,40
Summer Pavilion,Singapore,"The Ritz-Carlton, 7 Raffles Avenue,  Millenia Singapore,  039799","Marina Centre, Downtown Core","Marina Centre, Downtown Core, Singapore",103.86017659999999,1.290800881,300,Dollar($),No,No,No,No,4,3,Yellow,Good,34
Amrit's Agni Multi Cuisine Restaurant,Noida,"M-7, 1st Floor, Opposite Samvedana Hospital, Sector 48, Noida",Sector 48,"Sector 48, Noida",77.3676875,28.557409600000003,550,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,4
Vijay Dhaba,New Delhi,"H 71, Karbla Jor Bagh Lane, Lodhi Road, New Delhi",Lodhi Road,"Lodhi Road, New Delhi",77.21767209,28.58415194,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,7
Subway,New Delhi,"A-1, Arjun Nagar, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.20070411,28.56164445,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,188
Chawla's,New Delhi,"13/41, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27432309999999,28.650605199999998,800,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,50
The Sugar Therapy,New Delhi,"63-C, Pocket F, Gangotri Apartments, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.25247900000001,28.523784999999997,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,22
Sainte Marie Gastronomia,Sï¿½ï¿½o Paulo,"Rua Dom Joï¿½ï¿½o Batista da Costa, 70, Vila Sï¿½ï¿½nia, Sï¿½ï¿½o Paulo",Vila Sï¿½ï¿½nia,"Vila Sï¿½ï¿½nia, Sï¿½ï¿½o Paulo",-46.746958,-23.609207,120,Brazilian Real(R$),No,No,No,No,4,4,Green,Very Good,11
Miam,New Delhi,"C 2/33, SDA, New Delhi",SDA,"SDA, New Delhi",77.1968157,28.546526500000002,800,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,47
Tibb's Frankie,New Delhi,"Ground Floor, DLF City Centre Mall, Shalimar Bagh, New Delhi","DLF City Centre Mall, Shalimar Bagh","DLF City Centre Mall, Shalimar Bagh, New Delhi",77.15819429999999,28.7029971,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Bikaner Sweets,Gurgaon,"Shop 7, Sector 18, HUDA Complex, Sarhaul Village, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.0670773,28.4905933,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Barbeque Nation,New Delhi,"2nd Floor, Munshilal Building, Block N, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22067215,28.62996616,1600,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,3164
Punjab Sweet Corner,New Delhi,"15-A/65, Ajmal Khan Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.18940359999999,28.6462267,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,236
Cantina Famiglia Mancini,Sï¿½ï¿½o Paulo,"Rua Avanhandava, 81, Bela Vista, Sï¿½ï¿½o Paulo 10000","Bela Vista, Centro","Bela Vista, Centro, Sï¿½ï¿½o Paulo",-46.64516667,-23.55066667,250,Brazilian Real(R$),No,No,No,No,4,4,Dark Green,Excellent,49
Gaga Manjero,Ankara,"Gazi Osman Paï¿½ï¿½a Mahallesi, Filistin Caddesi, No 21, ï¿½ankaya, Ankara",Gazi Osman Paï¿½ï¿½a,"Gazi Osman Paï¿½ï¿½a, Ankara",32.8698,39.89823889,80,Turkish Lira(TL),No,No,No,No,3,4,Dark Green,Excellent,95
Aapki Rasoi,New Delhi,"5, DLF, Industrial Area, Near Metro Station, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",77.14205129999999,28.657522399999998,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,15
Cafe Turtle,New Delhi,"3rd Floor, N-16, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23306099999999,28.5564784,1000,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,251
